monster_unique_id,monster_parent,monster_name,monster_origin,monster_type,monster_alignment,monster_ac,monster_hp,monster_speed,monster_str,monster_dex,monster_con,monster_int,monster_wis,monster_cha,monster_saving_throws,monster_damage_vulnerabilities,monster_damage_resistances,monster_damage_immunities,monster_condition_immunities,monster_senses,monster_languages,monster_skills,monster_challenge_rating,monster_unique_ability_paragraph_1,monster_unique_ability_paragraph_2,monster_unique_ability_paragraph_3,monster_unique_ability_paragraph_4,monster_unique_ability_paragraph_5,monster_unique_ability_paragraph_6,monster_unique_ability_paragraph_7,monster_action_paragraph_1,monster_action_paragraph_2,monster_action_paragraph_3,monster_action_paragraph_4,monster_action_paragraph_5,monster_action_paragraph_6,monster_action_paragraph_7,monster_legendary_action_paragraph_1,monster_legendary_action_paragraph_2,monster_legendary_action_paragraph_3,monster_legendary_action_paragraph_4,monster_legendary_action_paragraph_5,@image1,@image2
dndgpt_mon_0023,,Darkmantle,srd 5.1,"Small monstrosity, unaligned",,11,22 (5d6 + 5),"10 ft., fly 30 ft.",16 (+3),12 (+1),13 (+1),2 (-4),10 (+0),5 (-3),,,,,,"blindsight 60 ft., passive Perception 10",-,Stealth +3,1/2 (100 XP),Echolocation. The darkmantle can't use its blindsight while deafened.,"False Appearance. While the darkmantle remains motionless, it is indistinguishable from a cave formation such as a stalactite or stalagmite.",,,,,,"Crush. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 6 (1d6 + 3) bludgeoning damage, and the darkmantle attaches to the target.","If the target is Medium or smaller and the darkmantle has advantage on the attack roll, it attaches by engulfing the target's head, and the target is also blinded and unable to breathe while the darkmantle is attached in this way.","While attached to the target, the darkmantle can attack no other creature except the target but has advantage on its attack rolls. The darkmantle's speed also becomes 0, it can't benefit from any bonus to its speed, and it moves with the target.",,,,,,,,,,,
dndgpt_mon_0024,Demon,Balor,srd 5.1,Huge fiend (demon),chaotic evil,19 (natural armor),262 (21d12 + 126),"40 ft., fly 80 ft.",26 (+8),15 (+2),22 (+6),20 (+5),16 (+3),22 (+6),"Str +14, Con +12, Wis +9, Cha +12",,"cold, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","fire, poison",poisoned,"truesight 120 ft., passive Perception 13","Abyssal, telepathy 120 ft.",,"19 (22,000 XP)","Death Throes. When the balor dies, it explodes, and each creature within 30 feet of it must make a DC 20 Dexterity saving throw, taking 70 (20d6) fire damage on a failed save, or half as much damage on a successful one. The explosion ignites flammable objects in that area that aren't being worn or carried, and it destroys the balor's weapons.","Fire Aura. At the start of each of the balor's turns, each creature within 5 feet of it takes 10 (3d6) fire damage, and flammable objects in the aura that aren't being worn or carried ignite. A creature that touches the balor or hits it with a melee attack while within 5 feet of it takes 10 (3d6) fire damage.",Magic Resistance. The balor has advantage on saving throws against spells and other magical effects.,Magic Weapons. The balor's weapon attacks are magical.,,,,Multiattack. The balor makes two attacks: one with its longsword and one with its whip.,"Longsword. Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 21 (3d8 + 8) slashing damage plus 13 (3d8) lightning damage. If the balor scores a critical hit, it rolls damage dice three times, instead of twice.","Whip. Melee Weapon Attack: +14 to hit, reach 30 ft., one target. Hit: 15 (2d6 + 8) slashing damage plus 10 (3d6) fire damage, and the target must succeed on a DC 20 Strength saving throw or be pulled up to 25 feet toward the balor.","Teleport. The balor magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.",,,,,,,,,,
dndgpt_mon_0025,Demon,Dretch,srd 5.1,"Small fiend (demon), chaotic evil",Chaotic Evil,11 (natural armor),18 (4d6 + 4),20 ft.,11 (+0),11 (+0),12 (+1),5 (-3),8 (-1),3 (-4),"STR +2, DEX +2, CON +3",,"cold, fire, lightning",poison,poisoned,"darkvision 60 ft., passive Perception 9","Abyssal, telepathy 60 ft. (works only with creatures that understand Abyssal)",,1/4 (50 XP),"Fetid Cloud (1/Day). A 10-foot radius of disgusting green gas extends out from the dretch. The gas spreads around corners, and its area is lightly obscured. It lasts for 1 minute or until a strong wind disperses it. Any creature that starts its turn in that area must succeed on a DC 11 Constitution saving throw or be poisoned until the start of its next turn. While poisoned in this way, the target can take either an action or a bonus action on its turn, not both, and can't take reactions.",,,,,,,Multiattack. The dretch makes two attacks: one with its bite and one with its claws.,"Bite. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 3 (1d6) piercing damage.","Claws. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 5 (2d4) slashing damage.",,,,,,,,,,,
dndgpt_mon_0026,Demon,Glabrezu,srd 5.1,Large fiend (demon),chaotic evil,17 (natural armor),157 (15d10 + 75),40 ft.,20 (+5),15 (+2),21 (+5),19 (+4),17 (+3),16 (+3),"Str +9, Con +9, Wis +7, Cha +7",,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,poisoned,"truesight 120 ft., passive Perception 13","Abyssal, telepathy 120 ft.",,"9 (5,000 XP)","Innate Spellcasting. The glabrezu's spellcasting ability is Intelligence (spell save DC 16). The glabrezu can innately cast the following spells, requiring no material components: At will: darkness, detect magic, dispel magic; 1/day each: confusion, fly, power word stun.",Magic Resistance. The glabrezu has advantage on saving throws against spells and other magical effects.,,,,,,"Multiattack. The glabrezu makes four attacks: two with its pincers and two with its fists. Alternatively, it makes two attacks with its pincers and casts one spell.","Pincer. Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 16 (2d10 + 5) bludgeoning damage. If the target is a Medium or smaller creature, it is grappled (escape DC 15). The glabrezu has two pincers, each of which can grapple only one target.","Fist. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) bludgeoning damage.",,,,,,,,,,,
dndgpt_mon_0027,Demon,Hezrou,srd 5.1,Large fiend (demon),chaotic evil,16 (natural armor),136 (13d10 + 65),30 ft.,19 (+4),17 (+3),20 (+5),5 (-3),12 (+1),13 (+1),"Str +7, Con +8, Wis +4",,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,poisoned,"darkvision 120 ft., passive Perception 11","Abyssal, telepathy 120 ft.",,"8 (3,900 XP)",Magic Resistance. The hezrou has advantage on saving throws against spells and other magical effects.,"Stench. Any creature that starts its turn within 10 feet of the hezrou must succeed on a DC 14 Constitution saving throw or be poisoned until the start of its next turn. On a successful saving throw, the creature is immune to the hezrou's stench for 24 hours.",,,,,,Multiattack. The hezrou makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 15 (2d10 + 4) piercing damage.","Claw. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.",,,,,,,,,,,
dndgpt_mon_0028,Demon,Marilith,srd 5.1,Large fiend (demon),Chaotic evil,18 (natural armor),189 (18d10 + 90),40 ft.,18 (+4),20 (+5),20 (+5),18 (+4),16 (+3),20 (+5),"STR +9, CON +10, WIS +8, CHA +10",,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,poisoned,"truesight 120 ft., passive Perception 13","Abyssal, telepathy 120 ft.",,"16 (15,000 XP)",Magic Resistance. The marilith has advantage on saving throws against spells and other magical effects.,Magic Weapons. The marilith's weapon attacks are magical.,Reactive. The marilith can take one reaction on every turn in a combat.,,,,,Multiattack. The marilith makes seven attacks: six with its longswords and one with its tail.,"Longsword. Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.","Tail. Melee Weapon Attack: +9 to hit, reach 10 ft., one creature. Hit: 15 (2d10 + 4) bludgeoning damage. If the target is Medium or smaller, it is grappled (escape DC 19). Until this grapple ends, the target is restrained, the marilith can automatically hit the target with its tail, and the marilith can't make tail attacks against other targets.",,,,,,,,,,,
dndgpt_mon_0029,Demon,Nalfeshnee,srd 5.1,Large fiend (demon),chaotic evil,18 (natural armor),184 (16d10 + 96),"20 ft., fly 30 ft.",21 (+5),10 (+0),22 (+6),19 (+4),12 (+1),15 (+2),"Con +11, Int +9, Wis +6, Cha +7",,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,poisoned,"truesight 120 ft., passive Perception 11","Abyssal, telepathy 120 ft.",,"13 (10,000 XP)",Magic Resistance. The nalfeshnee has advantage on saving throws against spells and other magical effects.,,,,,,,Multiattack. The nalfeshnee uses Horror Nimbus if it can. It then makes three attacks: one with its bite and two with its claws.,"Bite. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 32 (5d10 + 5) piercing damage.","Claw. Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 15 (3d6 + 5) slashing damage.","Horror Nimbus (Recharge 5-6). The nalfeshnee magically emits scintillating, multicolored light. Each creature within 15 feet of the nalfeshnee that can see the light must succeed on a DC 15 Wisdom saving throw or be frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the nalfeshnee's Horror Nimbus for the next 24 hours.","Teleport. The nalfeshnee magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.",,,,,,,,,
dndgpt_mon_0030,Demon,Quasit,srd 5.1,"Tiny fiend (demon, shapechanger)",chaotic evil,13,7 (3d4),40 ft.,5 (-3),17 (+3),10 (+0),7 (-2),10 (+0),10 (+0),DEX +5,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,poisoned,"darkvision 120 ft., passive Perception 10","Abyssal, Common",Stealth +5,1 (200 XP),"Shapechanger. The quasit can use its action to polymorph into a beast form that resembles a bat (speed 10 ft. fly 40 ft.), a centipede (40 ft., climb 40 ft.), or a toad (40 ft., swim 40 ft.), or back into its true form. Its statistics are the same in each form, except for the speed changes noted. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.",Magic Resistance. The quasit has advantage on saving throws against spells and other magical effects.,,,,,,"Claws (Bite in Beast Form). Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) piercing damage, and the target must succeed on a DC 10 Constitution saving throw or take 5 (2d4) poison damage and become poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.","Scare (1/Day). One creature of the quasit's choice within 20 feet of it must succeed on a DC 10 Wisdom saving throw or be frightened for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",,,,,,,,,,,,
dndgpt_mon_0031,Demon,Vrock,srd 5.1,"Large fiend (demon), chaotic evil",Chaotic Evil,15 (natural armor),104 (11d10 + 44),"40 ft., fly 60 ft.",17 (+3),15 (+2),18 (+4),8 (-1),13 (+1),8 (-1),"Dex +5, Wis +4, Cha +2",,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks",poison,poisoned,"darkvision 120 ft., passive Perception 11","Abyssal, telepathy 120 ft.",,"6 (2,300 XP)",Magic Resistance. The vrock has advantage on saving throws against spells and other magical effects.,,,,,,,Multiattack. The vrock makes two attacks: one with its beak and one with its talons.,"Beak. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage.","Talons. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 14 (2d10 + 3) slashing damage.","Spores (Recharge 6). A 15-foot-radius cloud of toxic spores extends out from the vrock. The spores spread around corners. Each creature in that area must succeed on a DC 14 Constitution saving throw or become poisoned. While poisoned in this way, a target takes 5 (1d10) poison damage at the start of each of its turns. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",Stunning Screech (1/Day). The vrock emits a horrific screech. Each creature within 20 feet of it that can hear it and that isn't a demon must succeed on a DC 14 Constitution saving throw or be stunned until the end of the vrock's next turn.,,,,,,,,,
dndgpt_mon_0032,Devil,Barbed Devil,srd 5.1,"Medium fiend (devil), lawful evil",lawful evil,15 (natural armor),110 (13d8 + 52),30 ft.,16 (+3),17 (+3),18 (+4),12 (+1),14 (+2),14 (+2),"Str +6, Con +7, Wis +5, Cha +5",,"cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered","fire, poison",poisoned,"darkvision 120 ft., passive Perception 18","Infernal, telepathy 120 ft.","Deception +5, Insight +5, Perception +8","5 (1,800 XP)","Barbed Hide. At the start of each of its turns, the barbed devil deals 5 (1d10) piercing damage to any creature grappling it.",Devil's Sight. Magical darkness doesn't impede the devil's darkvision.,Magic Resistance. The devil has advantage on saving throws against spells and other magical effects.,,,,,"Multiattack. The devil makes three melee attacks: one with its tail and two with its claws. Alternatively, it can use Hurl Flame twice.","Claw. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.","Tail. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage.","Hurl Flame. Ranged Spell Attack: +5 to hit, range 150 ft., one target. Hit: 10 (3d6) fire damage. If the target is...",,,,,,,,,,
dndgpt_mon_0033,Devil,Bearded Devil,srd 5.1,"Medium fiend (devil), lawful evil",lawful evil,13 (natural armor),52 (8d8 + 16),30 ft.,16 (+3),15 (+2),15 (+2),9 (-1),11 (+0),11 (+0),"Str +5, Con +4, Wis +2",,"cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered","fire, poison",poisoned,"darkvision 120 ft., passive Perception 10","Infernal, telepathy 120 ft.",,3 (700 XP),Devil's Sight. Magical darkness doesn't impede the devil's darkvision.,Magic Resistance. The devil has advantage on saving throws against spells and other magical effects.,Steadfast. The devil can't be frightened while it can see an allied creature within 30 feet of it.,,,,,Multiattack. The devil makes two attacks: one with its beard and one with its glaive.,"Beard. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 6 (1d8 + 2) piercing damage, and the target must succeed on a DC 12 Constitution saving throw or be poisoned for 1 minute. While poisoned in this way, the target can't regain hit points.","Glaive. Melee Weapon Attack: +5 to hit, reach 10 ft., one target. Hit: 8 (1d10 + 3) slashing damage. If the target is a creature other than an undead or a construct, it must succeed on a DC 12 Constitution saving throw or lose 5 (1d10) hit points at the start of each of its turns due to an infernal wound.",,,,,,,,,,,
